case_date,judicial_officer,case_number
29-04-2021,"Justice Kyrou, Justice Emerton, Justice Kennedy",S EAPCI 2020 0106
29-04-2021,Justice Champion,S CR 2018 0098
29-04-2021,Justice Taylor,S CR 2018 0251
29-04-2021,Justice Taylor,S CR 2018 0288
29-04-2021,Justice Tinney,S ECR 2021 0076
29-04-2021,Judicial Registrar Freeman,S ECR 2021 0037
29-04-2021,Judicial Registrar Freeman,S ECR 2021 0038
29-04-2021,Judicial Registrar Freeman,S ECR 2019 0168
29-04-2021,Justice McDonald,S CI 2018 01465
29-04-2021,Justice Keogh,S ECI 2019 02916
29-04-2021,Justice Quigley,S ECI 2020 01816
29-04-2021,Judicial Registrar Englefield,S ECI 2020 01916
29-04-2021,Judicial Registrar Englefield,S ECI 2020 02093
29-04-2021,Judicial Registrar Keith,S ECI 2020 04481
29-04-2021,Judicial Registrar Keith,S ECI 2021 01204
29-04-2021,Judicial Registrar Keith,S ECI 2021 01204
29-04-2021,Justice Sloss,S ECI 2019 04959
29-04-2021,Justice Riordan,S ECI 2021 01290
29-04-2021,Justice Riordan,S ECI 2019 03875
29-04-2021,Justice Connock,S ECI 2019 03044
29-04-2021,Justice Connock,S ECI 2021 00643
29-04-2021,Justice Connock,S ECI 2019 02557
29-04-2021,Justice Connock,S ECI 2019 03727
29-04-2021,Justice Delany,S ECI 2019 02810
29-04-2021,Justice Garde,S ECI 2020 00556
29-04-2021,Associate Justice Wood,S ECI 2020 03990
29-04-2021,Associate Justice Gardiner,S CI 2017 02089
29-04-2021,Associate Justice Gardiner,S CI 2017 02110
29-04-2021,Associate Justice Gardiner,S CI 2017 02112
29-04-2021,Associate Justice Hetyey,S ECI 2020 04369
29-04-2021,Associate Justice Matthews,S ECI 2020 02990
29-04-2021,Judicial Registrar Irving,S ECI 2019 02906
29-04-2021,Judicial Registrar Irving,S ECI 2020 03851
29-04-2021,Judicial Registrar Irving,S ECI 2021 00620
29-04-2021,Judicial Registrar Steffensen,S ECI 2021 00137
29-04-2021,Judicial Registrar Steffensen,S ECI 2021 00258
29-04-2021,Associate Justice Efthim,S ECI 2019 00690
29-04-2021,Associate Justice Daly,S ECI 2019 04873
29-04-2021,Associate Justice Derham,S ECI 2020 03375
29-04-2021,Associate Justice Derham,S ECI 2020 04497
30-04-2021,"Justice Beach, Justice Kaye, Justice Niall",S EAPCR 2020 0001
30-04-2021,"Justice Beach, Justice Kaye, Justice Niall",S EAPCR 2020 0001
30-04-2021,"The Chief Justice, Justice Tate, Justice Kennedy",S EAPCI 2020 0082
30-04-2021,"The Chief Justice, Justice Tate, Justice Kennedy",S EAPCI 2020 0082
30-04-2021,"The Chief Justice, Justice Tate, Justice Kennedy",S EAPCI 2020 0096
30-04-2021,"The Chief Justice, Justice Tate, Justice Kennedy",S EAPCI 2020 0096
30-04-2021,"Justice Tate, Justice Niall, Justice Kennedy",S EAPCI 2020 0005
30-04-2021,"Justice Tate, Justice Niall, Justice Kennedy",S EAPCI 2020 0005
30-04-2021,"Justice Tate, Justice Niall, Justice Kennedy",S EAPCI 2021 0009
30-04-2021,"Justice Tate, Justice Niall, Justice Kennedy",S EAPCI 2021 0009
30-04-2021,Justice Beale,S CR 2018 0004
30-04-2021,Justice Champion,S CR 2018 0161
30-04-2021,Justice Taylor,S CR 2018 0251
30-04-2021,Justice Taylor,S CR 2018 0288
30-04-2021,Justice Tinney,S ECR 2020 0111
30-04-2021,Justice Tinney,S ECR 2021 0046
30-04-2021,Justice Lasry,S ECR 2021 0079
30-04-2021,Judicial Registrar Freeman,S ECR 2020 0319
30-04-2021,Judicial Registrar Freeman,S ECR 2020 0320
30-04-2021,Judicial Registrar Freeman,S ECR 2020 0321
30-04-2021,Judicial Registrar Freeman,S ECR 2020 0322
30-04-2021,Judicial Registrar Freeman,S ECR 2020 0323
30-04-2021,Judicial Registrar Freeman,S ECR 2020 0367
30-04-2021,Judicial Registrar Freeman,S ECR 2020 0368
30-04-2021,Justice Niall,S ECI 2020 03946
30-04-2021,Justice Cavanough,S ECI 2019 02253
30-04-2021,Justice Blue,S CI 2015 02476
30-04-2021,Justice Keogh,S ECI 2019 05068
30-04-2021,Justice Keogh,S ECI 2019 05069
30-04-2021,Justice Keogh,S ECI 2020 02766
30-04-2021,Justice Lyons,S ECI 2020 03840
30-04-2021,Justice Taylor,S ECI 2020 02871
30-04-2021,Justice Forbes,S ECI 2019 02138
30-04-2021,Justice Forbes,S ECI 2019 05623
30-04-2021,Justice Forbes,S ECI 2020 00559
30-04-2021,Justice Forbes,S ECI 2019 01728
30-04-2021,Justice Forbes,S ECI 2019 04053
30-04-2021,Justice Forbes,S ECI 2020 04503
30-04-2021,Justice Forbes,S ECI 2019 01670
30-04-2021,Justice Forbes,S ECI 2019 04605
30-04-2021,Justice Forbes,S ECI 2019 05760
30-04-2021,Justice Forbes,S ECI 2019 01012
30-04-2021,Justice Forbes,S ECI 2019 03074
30-04-2021,Justice Forbes,S ECI 2020 04528
30-04-2021,Justice Forbes,S ECI 2019 04399
30-04-2021,Justice Forbes,S ECI 2019 04399
30-04-2021,Justice Forbes,S ECI 2020 00319
30-04-2021,Justice Forbes,S ECI 2020 00319
30-04-2021,Justice Gorton,S ECI 2019 02274
30-04-2021,"Deputy Prothonotary Calvitto, Deputy Prothonotary Day",S ECI 2021 00108
30-04-2021,Judicial Registrar Gourlay,S ECI 2019 00489
30-04-2021,Judicial Registrar Keith,S ECI 2020 03082
30-04-2021,Judicial Registrar Keith,S ECI 2020 03948
30-04-2021,Justice Sloss,S ECI 2021 00763
30-04-2021,Justice Sloss,S ECI 2018 02513
30-04-2021,Justice Riordan,S ECI 2015 00385
30-04-2021,Justice Riordan,S ECI 2019 02312
30-04-2021,Justice Riordan,S ECI 2021 00729
30-04-2021,Justice Riordan,S ECI 2018 00786
30-04-2021,Justice Riordan,S ECI 2020 01725
30-04-2021,Justice Riordan,S ECI 2020 04378
30-04-2021,Justice Riordan,S ECI 2020 01658
30-04-2021,Justice Riordan,S ECI 2019 04552
30-04-2021,Justice Riordan,S ECI 2020 03842
30-04-2021,Justice Riordan,S ECI 2020 04615
30-04-2021,Justice Connock,S ECI 2018 02147
30-04-2021,Justice Connock,S ECI 2020 01602
30-04-2021,Justice Connock,S ECI 2020 01705
30-04-2021,Justice Connock,S ECI 2020 02877
30-04-2021,Justice Connock,S ECI 2021 00427
30-04-2021,Justice Connock,S ECI 2019 04462
30-04-2021,Justice Connock,S ECI 2020 04242
30-04-2021,Justice Connock,S ECI 2020 04437
30-04-2021,Justice Connock,S ECI 2021 00721
30-04-2021,Justice Connock,S ECI 2018 01963
30-04-2021,Justice Lyons,S ECI 2017 00079
30-04-2021,Justice Lyons,S ECI 2019 04063
30-04-2021,Justice Lyons,S ECI 2020 02539
30-04-2021,Justice Nichols,S ECI 2020 02946
30-04-2021,Justice Nichols,S ECI 2020 03365
30-04-2021,Justice Delany,S ECI 2021 00884
30-04-2021,Justice Delany,S ECI 2020 01612
30-04-2021,Justice Delany,S ECI 2021 00929
30-04-2021,Justice Stynes,S ECI 2020 03523
30-04-2021,Justice Osborne,S ECI 2019 05902
30-04-2021,Justice Osborne,S CI 2018 01420
30-04-2021,Justice Osborne,S CI 2018 01420
30-04-2021,Justice Garde,S ECI 2021 00158
30-04-2021,Justice Garde,S ECI 2021 00158
30-04-2021,Associate Justice Gardiner,S ECI 2021 00876
30-04-2021,Associate Justice Gardiner,S ECI 2021 01109
30-04-2021,Associate Justice Gardiner,S ECI 2021 00922
30-04-2021,Associate Justice Gardiner,S ECI 2021 00444
30-04-2021,Associate Justice Gardiner,S ECI 2021 00752
30-04-2021,Associate Justice Gardiner,S ECI 2021 00834
30-04-2021,Associate Justice Gardiner,S ECI 2021 01221
30-04-2021,Associate Justice Gardiner,S ECI 2020 03733
30-04-2021,Associate Justice Gardiner,S ECI 2021 00757
30-04-2021,Associate Justice Gardiner,S ECI 2021 00819
30-04-2021,Associate Justice Gardiner,S ECI 2021 00867
30-04-2021,Associate Justice Gardiner,S ECI 2021 00882
30-04-2021,Associate Justice Gardiner,S ECI 2021 00962
30-04-2021,Associate Justice Hetyey,S ECI 2020 00966
30-04-2021,Associate Justice Hetyey,S ECI 2020 02316
30-04-2021,Associate Justice Matthews,S CI 2012 02693
30-04-2021,Costs Registrar Walton,S ECI 2020 03260
30-04-2021,Associate Justice Efthim,S CI 2018 01465
30-04-2021,Associate Justice Matthews,S CI 2017 04662
30-04-2021,Associate Justice Matthews,S ECI 2018 01885
30-04-2021,Associate Justice Matthews,S ECI 2018 01885
30-04-2021,Associate Justice Matthews,S ECI 2019 03642
30-04-2021,Associate Justice Matthews,S ECI 2019 04810
30-04-2021,Associate Justice Matthews,S ECI 2020 02253
30-04-2021,Associate Justice Matthews,S ECI 2020 02772
30-04-2021,Associate Justice Matthews,S ECI 2020 03041
30-04-2021,Associate Justice Matthews,S ECI 2020 03324
30-04-2021,Associate Justice Matthews,S ECI 2020 03766
30-04-2021,Associate Justice Matthews,S ECI 2021 01111
30-04-2021,Associate Justice Matthews,S CI 2014 02265
30-04-2021,Associate Justice Matthews,S ECI 2020 04407
30-04-2021,Associate Justice Matthews,S ECI 2021 00448
30-04-2021,Associate Justice Matthews,S ECI 2020 00892
03-05-2021,"The President, Justice Kaye",S EAPCR 2021 0008
03-05-2021,"The President, Justice Kaye",S EAPCR 2021 0008
03-05-2021,"The President, Justice Kaye, Justice McLeish",S EAPCR 2020 0203
03-05-2021,"The President, Justice Kaye, Justice McLeish",S EAPCR 2020 0203
03-05-2021,"The President, Justice Kaye, Justice McLeish",S EAPCR 2020 0203
03-05-2021,The President,S APCR 2016 0142
03-05-2021,The President,S EAPCR 2020 0211
03-05-2021,"Justice Beach, Justice Niall, Justice Kennedy",S EAPCI 2020 0102
03-05-2021,Justice Jane Dixon,S ECR 2021 0020
03-05-2021,Justice Taylor,S CR 2018 0251
03-05-2021,Justice Taylor,S CR 2018 0288
03-05-2021,Justice Coghlan,S CR 2018 0274
03-05-2021,Justice Coghlan,S ECR 2021 0095
03-05-2021,Judicial Registrar Freeman,S ECR 2021 0052
03-05-2021,Judicial Registrar Freeman,S ECR 2021 0097
03-05-2021,Judicial Registrar Freeman,S ECR 2021 0094
03-05-2021,Judicial Registrar Freeman,S ECR 2020 0034
03-05-2021,Justice John Dixon,S ECI 2021 00886
03-05-2021,Justice McMillan,S CI 2018 02081
03-05-2021,Justice Incerti,S ECI 2019 02037
03-05-2021,Justice Keogh,S ECI 2019 05068
03-05-2021,Justice Forbes,S ECI 2018 00994
03-05-2021,Justice Gorton,S ECI 2018 02370
03-05-2021,Justice Osborne,S ECI 2020 03496
03-05-2021,Deputy Prothonotary Day,S ECI 2020 00490
03-05-2021,Justice Riordan,S CI 2014 04931
03-05-2021,Justice Delany,S ECI 2019 02810
03-05-2021,Justice Stynes,S ECI 2018 00031
03-05-2021,Justice Osborne,S ECI 2020 04448
03-05-2021,Justice Garde,S CI 2015 04098
03-05-2021,Justice Garde,S ECI 2020 00450
03-05-2021,Associate Justice Efthim,S ECI 2021 00103
03-05-2021,Associate Justice Matthews,S ECI 2021 00600
03-05-2021,Associate Justice Matthews,S ECI 2021 00918
03-05-2021,Associate Justice Matthews,S ECI 2021 01010
03-05-2021,Justice Riordan,S ECI 2021 01371
03-05-2021,Costs Registrar Conidi,S ECI 2021 00904
03-05-2021,Associate Justice Efthim,S ECI 2020 03428
03-05-2021,Associate Justice Efthim,S ECI 2021 01046
03-05-2021,Associate Justice Efthim,S ECI 2021 01047
03-05-2021,Associate Justice Efthim,S ECI 2021 01048
03-05-2021,Associate Justice Efthim,S ECI 2021 01049
03-05-2021,Associate Justice Efthim,S ECI 2021 01050
03-05-2021,Associate Justice Efthim,S CI 2018 01465
03-05-2021,Associate Justice Ierodiaconou,S ECI 2019 03487
03-05-2021,Associate Justice Ierodiaconou,S ECI 2019 01215
03-05-2021,Associate Justice Hetyey,S ECI 2020 03074
04-05-2021,"Justice Priest, Justice T Forrest",S EAPCR 2019 0252
04-05-2021,"Justice Priest, Justice T Forrest",S EAPCR 2019 0252
04-05-2021,"Justice Priest, Justice T Forrest",S EAPCR 2020 0171
04-05-2021,"Justice Priest, Justice T Forrest",S EAPCR 2020 0171
04-05-2021,"Justice Priest, Justice T Forrest",S EAPCR 2020 0171
04-05-2021,"Justice Priest, Justice T Forrest",S EAPCR 2020 0171
04-05-2021,"Justice Priest, Justice Kaye, Justice T. Forrest",S EAPCR 2020 0002
04-05-2021,"Justice Priest, Justice Kaye, Justice T. Forrest",S EAPCR 2020 0002
04-05-2021,"Justice Priest, Justice Kaye, Justice T. Forrest",S EAPCR 2020 0040
04-05-2021,"Justice Priest, Justice Kaye, Justice T. Forrest",S EAPCR 2020 0040
04-05-2021,"Justice Beach, Justice Niall, Justice Kennedy",S EAPCI 2020 0056
04-05-2021,"Justice Beach, Justice Niall, Justice Kennedy",S EAPCI 2020 0056
04-05-2021,Justice Croucher,S ECR 2021 0092
04-05-2021,Justice Croucher,S ECR 2021 0092
04-05-2021,Justice Jane Dixon,S ECR 2021 0020
04-05-2021,Justice Champion,S ECR 2020 0113
04-05-2021,Justice Taylor,S CR 2018 0251
04-05-2021,Justice Taylor,S CR 2018 0288
04-05-2021,Justice Taylor,S ECR 2020 0124
04-05-2021,Justice Coghlan,S ECR 2021 0043
04-05-2021,Justice Coghlan,S ECR 2021 0093
04-05-2021,Justice McMillan,S ECI 2019 01406
04-05-2021,Justice Incerti,S ECI 2020 01370
04-05-2021,Justice Riordan,S ECI 2019 00687
04-05-2021,Justice Riordan,S ECI 2019 03047
04-05-2021,Justice Riordan,S ECI 2019 05239
04-05-2021,Justice Riordan,S ECI 2019 05242
04-05-2021,Justice Riordan,S ECI 2019 05244
04-05-2021,Justice Riordan,S ECI 2019 05265
04-05-2021,Justice Riordan,S ECI 2021 00978
04-05-2021,Justice Keogh,S ECI 2020 00453
04-05-2021,Justice Forbes,S ECI 2018 00987
04-05-2021,Justice Forbes,S ECI 2019 03487
04-05-2021,Justice Gorton,S ECI 2018 02370
04-05-2021,Justice Garde,S ECI 2020 01447
04-05-2021,Judicial Registrar Englefield,S ECI 2020 04278
04-05-2021,Justice Moore,S PRB 2012 00877
04-05-2021,Justice Riordan,S ECI 2014 00394
04-05-2021,Justice Riordan,S ECI 2016 01206
04-05-2021,Justice Delany,S ECI 2019 02810
04-05-2021,Justice Osborne,S ECI 2019 05565
04-05-2021,Associate Justice Matthews,S ECI 2020 04526
04-05-2021,Judicial Registrar Gourlay,S ECI 2020 03317
04-05-2021,Judicial Registrar Gourlay,S ECI 2020 03818
04-05-2021,Judicial Registrar Gourlay,S ECI 2021 00412
04-05-2021,Judicial Registrar Gourlay,S ECI 2021 00816
04-05-2021,Judicial Registrar Gourlay,S ECI 2021 01086
04-05-2021,Judicial Registrar Gourlay,S ECI 2021 01199
04-05-2021,Associate Justice Efthim,S ECI 2020 03970
04-05-2021,Associate Justice Wood,S ECI 2021 01044
04-05-2021,Associate Justice Derham,S ECI 2018 01515
04-05-2021,Associate Justice Derham,S ECI 2020 03422
04-05-2021,Associate Justice Hetyey,S ECI 2020 03074
05-05-2021,Justice Emerton,S EAPCR 2020 0266
05-05-2021,"Justice Beach, Justice Osborn, Justice Stynes",S APCI 2019 0048
05-05-2021,"Justice Beach, Justice Osborn, Justice Stynes",S APCI 2019 0051
05-05-2021,"Justice Beach, Justice Osborn, Justice Stynes",S APCI 2019 0053
05-05-2021,"Justice McLeish, Justice Emerton, Justice Kennedy",S EAPCI 2020 0105
05-05-2021,Justice Jane Dixon,S ECR 2021 0020
05-05-2021,Justice Champion,S ECR 2020 0046
05-05-2021,Justice Tinney,S ECR 2021 0076
05-05-2021,Justice Coghlan,S ECR 2020 0168
05-05-2021,Justice Coghlan,S ECR 2020 0168
05-05-2021,Judicial Registrar Freeman,S ECR 2020 0213
05-05-2021,Judicial Registrar Freeman,S ECR 2021 0091
05-05-2021,Justice Beale,S ECI 2020 04052
05-05-2021,Justice Beale,S ECI 2020 04053
05-05-2021,Justice McDonald,S CI 2018 01465
05-05-2021,Justice Keogh,S ECI 2020 00453
05-05-2021,Justice Richards,S ECI 2019 01454
05-05-2021,Justice Richards,S ECI 2020 03553
05-05-2021,Justice Forbes,S CI 2015 01032
05-05-2021,Justice Forbes,S CI 2015 01032
05-05-2021,Justice Forbes,S CI 2017 01095
05-05-2021,Justice Forbes,S CI 2017 01095
05-05-2021,Justice Forbes,S ECI 2018 01481
05-05-2021,Justice Forbes,S ECI 2018 01481
05-05-2021,Justice Forbes,S ECI 2018 01481
05-05-2021,Justice Forbes,S ECI 2018 02123
05-05-2021,Justice Forbes,S ECI 2018 02124
05-05-2021,Justice Gorton,S ECI 2018 02370
05-05-2021,Justice McDonald,S CI 2017 02422
05-05-2021,Justice Nichols,S ECI 2021 01139
05-05-2021,Justice Delany,S ECI 2019 02810
05-05-2021,Justice Osborne,S ECI 2019 05565
05-05-2021,Associate Justice Efthim,S ECI 2021 00824
05-05-2021,Associate Justice Efthim,S ECI 2021 00825
05-05-2021,Associate Justice Efthim,S ECI 2021 00999
05-05-2021,Associate Justice Efthim,S ECI 2021 01005
05-05-2021,Associate Justice Efthim,S ECI 2021 01006
05-05-2021,Associate Justice Hetyey,S ECI 2020 04711
05-05-2021,Judicial Registrar Irving,S ECI 2021 00426
05-05-2021,Judicial Registrar Irving,S ECI 2021 00773
05-05-2021,Judicial Registrar Irving,S ECI 2021 00780
05-05-2021,Judicial Registrar Irving,S ECI 2021 00957
05-05-2021,Judicial Registrar Irving,S ECI 2021 00961
05-05-2021,Judicial Registrar Irving,S ECI 2021 00977
05-05-2021,Judicial Registrar Irving,S ECI 2021 00636
05-05-2021,Judicial Registrar Irving,S ECI 2021 00675
05-05-2021,Judicial Registrar Irving,S ECI 2021 00702
05-05-2021,Judicial Registrar Irving,S ECI 2021 00901
05-05-2021,Judicial Registrar Irving,S ECI 2021 00989
05-05-2021,Judicial Registrar Irving,S ECI 2021 00303
05-05-2021,Costs Registrar Walton,S ECI 2021 00891
05-05-2021,Associate Justice Efthim,S ECI 2020 04654
05-05-2021,Associate Justice Wood,S ECI 2020 02240
05-05-2021,Associate Justice Daly,S ECI 2020 01760
05-05-2021,Associate Justice Mukhtar,S CI 2018 00309
06-05-2021,"The President, Justice McLeish",S EAPCR 2021 0029
06-05-2021,"The President, Justice McLeish",S EAPCR 2021 0029
06-05-2021,"Justice Priest, Justice T Forrest",S EAPCR 2020 0017
06-05-2021,"Justice Priest, Justice T Forrest",S EAPCR 2020 0017
06-05-2021,"Justice Priest, Justice T Forrest",S EAPCR 2020 0171
06-05-2021,"Justice Priest, Justice T Forrest",S EAPCR 2020 0107
06-05-2021,"Justice Priest, Justice T Forrest",S EAPCR 2020 0008
06-05-2021,Justice Coghlan,S ECR 2020 0272
06-05-2021,Justice Coghlan,S ECR 2020 0301
06-05-2021,Justice Coghlan,S ECR 2020 0350
06-05-2021,Justice Coghlan,S ECR 2020 0364
06-05-2021,Justice Coghlan,S ECR 2020 0306
06-05-2021,Judicial Registrar Freeman,S ECR 2021 0058
06-05-2021,Judicial Registrar Freeman,S ECR 2021 0066
06-05-2021,Justice McDonald,S CI 2018 01465
06-05-2021,Justice McDonald,S ECI 2020 00541
06-05-2021,Justice Keogh,S ECI 2020 00453
06-05-2021,Justice Forbes,S CI 2017 03523
06-05-2021,Justice Forbes,S CI 2018 01667
06-05-2021,Justice Gorton,S ECI 2018 02370
06-05-2021,Judicial Registrar Irving,S ECI 2018 02370
06-05-2021,Judicial Registrar Englefield,S ECI 2020 03179
06-05-2021,Justice Forbes,S ECI 2018 00987
06-05-2021,Judicial Registrar Keith,S PRB 2019 06524
06-05-2021,Justice Elliott,S ECI 2014 00146
06-05-2021,Justice Delany,S ECI 2019 02810
06-05-2021,Justice Stynes,S ECI 2018 02484
06-05-2021,Justice Osborne,S ECI 2019 05565
06-05-2021,Associate Justice Efthim,S ECI 2020 00387
06-05-2021,Judicial Registrar Steffensen,S ECI 2020 03724
06-05-2021,Deputy Prothonotary Day,S CI 2009 07522
06-05-2021,Deputy Prothonotary Day,S CI 2009 07535
06-05-2021,Costs Registrar Conidi,S ECI 2021 00172
06-05-2021,Associate Justice Efthim,S ECI 2018 02484
07-05-2021,"The President, Justice Kennedy, Justice Walker",S EAPCI 2020 0100
07-05-2021,"The President, Justice Kennedy, Justice Walker",S EAPCI 2020 0100
07-05-2021,"Justice Beach, Justice Niall, Justice Kennedy",S EAPCI 2020 0102
07-05-2021,Justice Kaye,S ECR 2020 0324
07-05-2021,Justice Hollingworth,S ECR 2020 0251
07-05-2021,Justice Coghlan,S ECR 2021 0070
07-05-2021,Justice Lasry,S ECR 2021 0060
07-05-2021,Justice Lasry,S ECR 2021 0101
07-05-2021,Judicial Registrar Freeman,S ECR 2021 0012
07-05-2021,Justice McMillan,S CI 2016 00704
07-05-2021,Justice McMillan,S ECI 2021 00130
07-05-2021,Justice McMillan,S ECI 2019 00021
07-05-2021,Justice Ginnane,S ECI 2021 00274
07-05-2021,Justice Ginnane,S ECI 2021 01465
07-05-2021,Justice Keogh,S ECI 2020 00453
07-05-2021,Justice Keogh,S CI 2018 01058
07-05-2021,Justice Keogh,S ECI 2019 02426
07-05-2021,Justice Richards,S ECI 2019 03378
07-05-2021,Justice Richards,S ECI 2019 03383
07-05-2021,Justice Forbes,S ECI 2019 05824
07-05-2021,Justice Forbes,S ECI 2020 00305
07-05-2021,Justice Forbes,S ECI 2020 02891
07-05-2021,Justice Forbes,S ECI 2020 04548
07-05-2021,Justice Forbes,S CI 2016 04764
07-05-2021,Justice Forbes,S CI 2017 02522
07-05-2021,Justice Forbes,S ECI 2020 01688
07-05-2021,Justice Forbes,S ECI 2020 02954
07-05-2021,Justice Forbes,S CI 2018 00646
07-05-2021,Justice Forbes,S ECI 2019 04062
07-05-2021,Justice Forbes,S ECI 2020 04281
07-05-2021,Justice Forbes,S ECI 2020 01192
07-05-2021,Justice Forbes,S ECI 2020 02070
07-05-2021,Justice Forbes,S ECI 2020 02347
07-05-2021,Justice Forbes,S ECI 2019 05030
07-05-2021,Justice Forbes,S ECI 2021 00380
07-05-2021,Justice Forbes,S ECI 2021 01351
07-05-2021,Justice Gorton,S ECI 2018 02370
07-05-2021,Justice Osborn,S ECI 2019 05027
07-05-2021,Judicial Registrar Gourlay,S ECI 2020 04593
07-05-2021,Judicial Registrar Keith,S CI 2017 00286
07-05-2021,Judicial Registrar Keith,S ECI 2021 00109
07-05-2021,Judicial Registrar Keith,S ECI 2021 00946
07-05-2021,Justice McMillan,S PRB 2020 33195
07-05-2021,Judicial Registrar Keith,S PRB 2019 21164
07-05-2021,Judicial Registrar Keith,S PRB 2020 23104
07-05-2021,Judicial Registrar Keith,S PRB 2020 24528
07-05-2021,Judicial Registrar Keith,S PRB 2021 00482
07-05-2021,Justice Sloss,S ECI 2018 02783
07-05-2021,Justice Sloss,S ECI 2019 05226
07-05-2021,Justice Riordan,S ECI 2021 01024
07-05-2021,Justice Riordan,S ECI 2021 00394
07-05-2021,Justice Riordan,S ECI 2020 04456
07-05-2021,Justice Riordan,S ECI 2018 00011
07-05-2021,Justice Riordan,S ECI 2018 00011
07-05-2021,Justice Riordan,S ECI 2020 04006
07-05-2021,Justice Riordan,S ECI 2020 04006
07-05-2021,Justice Connock,S ECI 2021 00892
07-05-2021,Justice Connock,S ECI 2020 04722
07-05-2021,Justice Connock,S CI 2018 01938
07-05-2021,Justice Lyons,S ECI 2020 00569
07-05-2021,Justice Lyons,S ECI 2020 02678
07-05-2021,Justice Lyons,S ECI 2021 00939
07-05-2021,Justice Lyons,S ECI 2019 04063
07-05-2021,Justice Lyons,S ECI 2018 01945
